chr	TSS	Strand	Gene_symbol
chr1	27248212	+	NUDC
chr8	110346350	-	NUDCD1
chr5	162887143	-	NUDCD2
chr7	44530385	-	NUDCD3
chr7	2281856	+	NUDT1
chrX	51075082	+	NUDT10
chrX	51239459	-	NUDT11
chr5	102898502	-	NUDT12
chr10	74870132	+	NUDT13
chr14	105647660	-	NUDT14
chr13	48611702	+	NUDT15
chr3	131100514	+	NUDT16
chr16	4743693	+	NUDT16L1
chr3	131080688	+	NUDT16P1
chr1	145589435	-	NUDT17
chr8	21966932	-	NUDT18
chr19	33182866	+	NUDT19
chr9	34329503	+	NUDT2
chr16	56485261	-	NUDT21
chr11	63993729	+	NUDT22
chr6	34360457	-	NUDT3
chr12	93771698	+	NUDT4
chr12	93771745	+	NUDT4P1
chr12	93771701	+	NUDT4P2
chr10	12238143	-	NUDT5
chr4	123844159	-	NUDT6
chr16	77756388	+	NUDT7
chr11	67397408	-	NUDT8
chr4	88343727	+	NUDT9
chr10	92912837	-	NUDT9P1
chr1	163291722	+	NUF2
chr13	45563613	-	NUFIP1
chr17	27621166	-	NUFIP2
chr8	27941388	-	NUGGC
chr11	71791739	-	NUMA1
chr14	73925286	-	NUMB
chr19	41196563	-	NUMBL
chr12	69080730	+	NUP107
chr1	229644088	-	NUP133
chr6	17707065	-	NUP153
chr5	37371228	-	NUP155
chr11	47870057	-	NUP160
chr9	131709971	+	NUP188
chr7	135242661	+	NUP205
chr3	13461819	-	NUP210
chr1	154127592	-	NUP210L
chr3	126380923	+	NUP210P1
chr9	134000947	+	NUP214
chr2	183982217	+	NUP35
chr12	102512361	-	NUP37
chr6	150067708	-	NUP43
chr22	45559725	+	NUP50
chr22	45559662	-	NUP50-AS1
chr4	77069668	-	NUP54
chr19	50432988	-	NUP62
chrX	106449670	-	NUP62CL
chr17	73201596	+	NUP85
chr17	5323059	-	NUP88
chr16	56764016	+	NUP93
chr11	3819022	-	NUP98
chr13	25875665	+	NUPL1
chr7	23221445	+	NUPL2
chr16	28550495	-	NUPR1
chr7	56184090	-	NUPR1L
chr6	117996616	+	NUS1
chr15	41624891	+	NUSAP1
chr16	67880818	+	NUTF2
chr15	34635515	+	NUTM1
chr10	88985204	+	NUTM2A
chr10	89102315	-	NUTM2A-AS1
chr10	81462982	+	NUTM2B
chr10	81586350	-	NUTM2B-AS1
chr10	89117476	+	NUTM2D
chr9	97090926	-	NUTM2F
chr9	99691285	+	NUTM2G
chr1	224517891	-	NVL
chr19	16830786	+	NWD1
chr4	37246689	+	NWD2
chr11	62572964	-	NXF1
chrX	101502093	+	NXF2
chrX	101502093	+	NXF2B
chrX	102348022	-	NXF3
chrX	101804892	+	NXF4
chrX	101112549	-	NXF5
chr17	882998	-	NXN
chr19	17571725	-	NXNL1
chr9	91150015	+	NXNL2
chr11	114430617	-	NXPE1
chr11	114549199	+	NXPE2
chr3	101498028	+	NXPE3
chr11	114466484	-	NXPE4
chr7	8473584	+	NXPH1
chr2	139537811	-	NXPH2
chr17	47653297	+	NXPH3
chr12	57610577	+	NXPH4
chr20	23331372	+	NXT1
chrX	108779009	+	NXT2
chr7	100081549	+	NYAP1
chr2	226265601	+	NYAP2
chr14	24867991	+	NYNRIN
chrX	41306712	+	NYX
chr18	56702970	+	OACYLP
chr11	120081746	+	OAF
chr6	41040188	-	OARD1
chr12	113344738	+	OAS1
chr12	113416273	+	OAS2
chr12	113376248	+	OAS3
chr12	121477045	-	OASL
chr10	126107545	-	OAT
chr19	2269484	+	OAZ1
chr15	64995480	-	OAZ2
chr1	151735444	+	OAZ3
chr10	105678045	-	OBFC1
chr9	138437984	+	OBP2A
chr9	136084637	-	OBP2B
chr1	228395830	+	OBSCN
chr2	220436268	-	OBSL1
chr8	133071627	-	OC90
chr15	28344458	-	OCA2
chr19	17337054	+	OCEL1
chr4	48833059	+	OCIAD1
chr4	48908845	-	OCIAD2
chr1	186369703	+	OCLM
chr5	68788118	+	OCLN
chr7	5920428	+	OCM
chr7	97619416	-	OCM2
chrX	128674251	+	OCRL
chr20	45179213	-	OCSTAMP
chr4	71062243	+	ODAM
chr2	10588680	-	ODC1
chr8	103563847	+	ODF1
chr9	131217433	+	ODF2
chr1	86862025	-	ODF2L
chr11	196760	+	ODF3
chr22	50971008	-	ODF3B
chr15	76016318	+	ODF3L1
chr19	474983	-	ODF3L2
chr17	8243187	+	ODF4
chrX	13752831	+	OFD1
chr7	44646120	+	OGDH
chr10	50970425	-	OGDHL
chr16	56485423	+	OGFOD1
chr12	123459353	+	OGFOD2
chr17	80376513	-	OGFOD3
chr20	61436176	+	OGFR
chr20	61436939	-	OGFR-AS1
chr6	71998476	+	OGFRL1
chr22	42665758	+	OGFRP1
chr3	9791627	+	OGG1
chr9	95166937	-	OGN
chrX	70752911	+	OGT
chr15	41624819	-	OIP5
chr15	41576200	+	OIP5-AS1
chr10	74653338	+	OIT3
chr2	175113365	-	OLA1
chr10	15085894	+	OLAH
chr9	137967088	+	OLFM1
chr19	10047070	-	OLFM2
chr1	102462790	-	OLFM3
chr13	53602875	+	OLFM4
chr11	7506599	+	OLFML1
chr9	127539436	+	OLFML2A
chr1	161994255	-	OLFML2B
chr1	114522012	+	OLFML3
chr21	34442449	+	OLIG1
chr21	34398215	+	OLIG2
chr6	137815531	-	OLIG3
chr12	10324790	-	OLR1
chr1	59012446	-	OMA1
chr9	95186836	-	OMD
chr17	29624380	-	OMG
chr11	76813885	+	OMP
chr15	53082209	-	ONECUT1
chr18	55102916	+	ONECUT2
chr19	1753661	+	ONECUT3
chr6	74079515	-	OOEP
chr11	59807747	+	OOSP2
chr3	193310932	+	OPA1
chr3	193345121	-	OPA1-AS1
chr19	46088122	-	OPA3
chr10	98119122	-	OPALIN
chr11	133402403	-	OPCML
chrX	67653299	-	OPHN1
chr8	145115606	-	OPLAH
chrX	153409697	+	OPN1LW
chrX	153448084	+	OPN1MW
chrX	153448084	+	OPN1MW2
chr7	128415844	-	OPN1SW
chr1	241803701	-	OPN3
chr10	88414313	+	OPN4
chr6	47749774	+	OPN5
chr1	29138653	+	OPRD1
chr8	54164257	-	OPRK1
chr20	62711470	+	OPRL1
chr6	154331630	+	OPRM1
chr1	203463270	+	OPTC
chr10	13142081	+	OPTN
chr11	6890985	+	OR10A2
chr11	7961067	-	OR10A3
chr11	6897855	+	OR10A4
chr11	6866913	+	OR10A5
chr11	7950209	-	OR10A6
chr12	55614808	+	OR10A7
chr12	48597075	-	OR10AD1
chr11	55735939	-	OR10AG1
chr6	29407715	+	OR10C1
chr14	22103096	-	OR10G2
chr14	22038875	-	OR10G3
chr11	123886281	+	OR10G4
chr11	123909708	-	OR10G7
chr11	123900329	+	OR10G8
chr11	123893719	+	OR10G9
chr19	15918936	-	OR10H1
chr19	15838833	+	OR10H2
chr19	15852202	+	OR10H3
chr19	16059817	+	OR10H4
chr19	15904858	+	OR10H5
chr1	159409511	+	OR10J1
chr1	159284449	-	OR10J3
chr1	159505797	-	OR10J5
chr1	158435351	+	OR10K1
chr1	158390656	-	OR10K2
chr12	56030675	+	OR10P1
chr11	57996390	-	OR10Q1
chr1	158449667	+	OR10R2
chr11	123848398	-	OR10S1
chr1	158369256	-	OR10T2
chr11	59481318	-	OR10V1
chr11	59516284	+	OR10V2P
chr11	58035732	-	OR10W1
chr1	158549689	-	OR10X1
chr1	158576228	+	OR10Z1
chr6	29395509	-	OR11A1
chr14	20665494	+	OR11G2
chr22	16449804	-	OR11H1
chr14	19377593	+	OR11H12
chr14	20182491	-	OR11H2
chr14	20710950	+	OR11H4
chr14	20691868	+	OR11H6
chr1	248005198	-	OR11L1
chr6	29364415	+	OR12D2
chr6	29343068	-	OR12D3
chr10	45811056	-	OR13A1
chr9	107367908	-	OR13C2
chr9	107299094	-	OR13C3
chr9	107289490	-	OR13C4
chr9	107361694	-	OR13C5
chr9	107331448	+	OR13C8
chr9	107380485	-	OR13C9
chr9	107456702	+	OR13D1
chr9	107266543	+	OR13F1
chr1	247836343	-	OR13G1
chrX	130678047	+	OR13H1
chr9	35870398	-	OR13J1
chr1	247979031	-	OR14A16
chr1	248512076	+	OR14C36
chr1	248845605	-	OR14I1
chr6	29274466	+	OR14J1
chr17	3118914	+	OR1A1
chr17	3100812	+	OR1A2
chr9	125391814	-	OR1B1
chr1	247921708	-	OR1C1
chr17	2996290	-	OR1D2
chr17	3143969	+	OR1D4
chr17	2966901	-	OR1D5
chr17	3301704	-	OR1E1
chr17	3337135	-	OR1E2
chr16	3254246	+	OR1F1
chr16	3265561	+	OR1F2P
chr17	3030845	-	OR1G1
chr19	15197876	+	OR1I1
chr9	125240205	-	OR1J1
chr9	125273080	+	OR1J2
chr9	125281419	+	OR1J4
chr9	125562401	+	OR1K1
chr9	125423994	+	OR1L1
chr9	125437408	+	OR1L3
chr9	125486268	+	OR1L4
chr9	125512126	+	OR1L6
chr9	125330756	-	OR1L8
chr19	9203920	+	OR1M1
chr9	125289572	-	OR1N1
chr9	125315448	+	OR1N2
chr9	125377016	+	OR1Q1
chr11	57982216	+	OR1S1
chr11	57971653	-	OR1S2
chr7	144016150	-	OR2A1
chr7	144052811	-	OR2A1-AS1
chr7	143792200	+	OR2A12
chr7	143826205	+	OR2A14
chr7	143806675	+	OR2A2
chr7	143997395	-	OR2A20P
chr7	143771312	+	OR2A25
chr6	132022541	-	OR2A4
chr7	144016150	-	OR2A42
chr7	143747494	+	OR2A5
chr7	143956721	-	OR2A7
chr7	143997598	-	OR2A9P
chr7	99474656	-	OR2AE1
chr11	6806247	+	OR2AG1
chr11	6790188	-	OR2AG2
chr1	248128633	+	OR2AK2
chr12	55968198	+	OR2AP1
chr11	74800758	-	OR2AT4
chr1	247615284	-	OR2B11
chr6	27880174	-	OR2B2
chr6	29055090	-	OR2B3
chr6	27925018	+	OR2B6
chr16	3405888	+	OR2C1
chr1	247697141	-	OR2C3
chr11	6913731	-	OR2D2
chr11	6942232	+	OR2D3
chr7	143657019	+	OR2F1
chr7	143632325	+	OR2F2
chr1	247751661	+	OR2G2
chr1	247768887	+	OR2G3
chr1	248684947	+	OR2G6
chr6	29426229	+	OR2H1
chr6	29555682	+	OR2H2
chr6	29141310	+	OR2J2
chr6	29079586	+	OR2J3
chr9	114090713	-	OR2K2
chr1	248100492	+	OR2L13
chr1	248153568	+	OR2L1P
chr1	248201473	+	OR2L2
chr1	248223983	+	OR2L3
chr1	248185249	+	OR2L5
chr1	248112159	+	OR2L8
chr1	248285437	+	OR2M1P
chr1	248343287	+	OR2M2
chr1	248366369	+	OR2M3
chr1	248402230	+	OR2M4
chr1	248308449	+	OR2M5
chr1	248487870	-	OR2M7
chr9	35958151	-	OR2S2
chr1	248569295	+	OR2T1
chr1	248757069	-	OR2T10
chr1	248790429	-	OR2T11
chr1	248458880	-	OR2T12
chr1	248616098	+	OR2T2
chr1	248814185	-	OR2T27
chr1	248722792	-	OR2T29
chr1	248636651	+	OR2T3
chr1	248437116	-	OR2T33
chr1	248738058	-	OR2T34
chr1	248802559	-	OR2T35
chr1	248524882	+	OR2T4
chr1	248651889	+	OR2T5
chr1	248550909	+	OR2T6
chr1	248084319	+	OR2T8
chr5	180552304	-	OR2V1
chr5	180581942	+	OR2V2
chr6	29012952	-	OR2W1
chr1	248058888	+	OR2W3
chr1	247654369	+	OR2W5
chr5	180167058	-	OR2Y1
chr19	8841315	+	OR2Z1
chr17	3195876	-	OR3A1
chr17	3182268	-	OR3A2
chr17	3323861	+	OR3A3
chr17	3213538	+	OR3A4P
chr11	55135359	+	OR4A15
chr11	55110676	+	OR4A16
chr11	48510344	+	OR4A47
chr11	51412448	-	OR4A5
chr11	48238361	+	OR4B1
chr11	55371874	-	OR4C11
chr11	50004071	-	OR4C12
chr11	49973942	+	OR4C13
chr11	55321782	+	OR4C15
chr11	55339603	+	OR4C16
chr11	48346492	+	OR4C3
chr11	48373999	-	OR4C45
chr11	51515281	+	OR4C46
chr11	55432642	+	OR4C6
chr17	56232514	+	OR4D1
chr11	59244902	+	OR4D10
chr11	59271048	+	OR4D11
chr17	56247016	+	OR4D2
chr11	123810323	+	OR4D5
chr11	59224433	+	OR4D6
chr11	59282385	+	OR4D9
chr14	22133296	+	OR4E2
chr15	102382321	+	OR4F13P
chr15	102358389	+	OR4F15
chr1	367658	+	OR4F16
chr19	110678	+	OR4F17
chr8	117024	-	OR4F21
chr1	367658	+	OR4F29
chr1	367658	+	OR4F3
chr15	102463262	-	OR4F4
chr1	69090	+	OR4F5
chr15	102345922	+	OR4F6
chr14	20403766	+	OR4K1
chr14	20502917	-	OR4K13
chr14	20483352	-	OR4K14
chr14	20443677	+	OR4K15
chr14	20585565	+	OR4K17
chr14	20344426	+	OR4K2
chr14	20388765	+	OR4K5
chr14	20528203	+	OR4L1
chr14	20248481	+	OR4M1
chr15	22368477	+	OR4M2
chr14	20271928	+	OR4N2
chr15	22413461	+	OR4N3P
chr15	22382381	+	OR4N4
chr14	20611894	+	OR4N5
chr11	55405833	+	OR4P4
chr14	20215586	+	OR4Q3
chr11	48327774	+	OR4S1
chr11	55418379	+	OR4S2
chr11	48285412	+	OR4X1
chr11	48266655	+	OR4X2
chr11	4976943	-	OR51A2
chr11	4968330	-	OR51A4
chr11	4928599	+	OR51A7
chr11	5345582	-	OR51B2
chr11	5323176	-	OR51B4
chr11	5526882	-	OR51B5
chr11	5372737	+	OR51B6
chr11	4660944	+	OR51D1
chr11	4665155	+	OR51E1
chr11	4719076	-	OR51E2
chr11	4791147	-	OR51F1
chr11	4842615	+	OR51F2
chr11	4945569	-	OR51G1
chr11	4936893	-	OR51G2
chr11	5462783	-	OR51I1
chr11	5474637	+	OR51I2
chr11	5020212	+	OR51L1
chr11	5410606	+	OR51M1
chr11	5443340	+	OR51Q1
chr11	4870438	-	OR51S1
chr11	4903048	+	OR51T1
chr11	5221930	-	OR51V1
chr11	5173599	-	OR52A1
chr11	5153872	-	OR52A5
chr11	6191556	-	OR52B2
chr11	4389616	-	OR52B4
chr11	5602106	+	OR52B6
chr11	5509914	+	OR52D1
chr11	5080857	-	OR52E2
chr11	5905522	+	OR52E4
chr11	5863127	-	OR52E6
chr11	5878932	-	OR52E8
chr11	5566753	-	OR52H1
chr11	4615268	+	OR52I1
chr11	4608020	+	OR52I2
chr11	5067755	+	OR52J3
chr11	4510108	+	OR52K1
chr11	4470524	+	OR52K2
chr11	6008215	-	OR52L1
chr11	4566420	+	OR52M1
chr11	5810046	-	OR52N1
chr11	5841565	+	OR52N2
chr11	5775922	+	OR52N4
chr11	5799897	-	OR52N5
chr11	4825610	-	OR52R1
chr11	6220453	+	OR52W1
chr11	6048971	-	OR56A1
chr11	5968576	+	OR56A3
chr11	6024378	-	OR56A4
chr11	5989724	-	OR56A5
chr11	5757677	+	OR56B1
chr11	6129008	+	OR56B4
chr11	59210641	+	OR5A1
chr11	59190426	-	OR5A2
chr3	97806016	+	OR5AC2
chr11	56756388	+	OR5AK2
chr11	56805008	+	OR5AK4P
chr11	59131931	+	OR5AN1
chr11	56409915	-	OR5AP2
chr11	56431161	+	OR5AR1
chr11	55797894	+	OR5AS1
chr14	21624184	-	OR5AU1
chr11	58207646	-	OR5B12
chr11	58126542	-	OR5B17
chr11	58190786	-	OR5B2
chr11	58275578	-	OR5B21
chr11	58170882	-	OR5B3
chr9	125551211	+	OR5C1
chr11	55540913	+	OR5D13
chr11	55563031	+	OR5D14
chr11	55606227	+	OR5D16
chr11	55587105	+	OR5D18
chr11	7870597	+	OR5E1P
chr11	55762101	-	OR5F1
chr3	97851541	+	OR5H1
chr3	97868229	+	OR5H14
chr3	97887543	+	OR5H15
chr3	98001731	+	OR5H2
chr3	97983128	+	OR5H6
chr11	55703876	-	OR5I1
chr11	55944093	+	OR5J2
chr3	98188420	+	OR5K1
chr3	98216524	+	OR5K2
chr3	98109509	+	OR5K3
chr3	98072697	+	OR5K4
chr11	55578942	+	OR5L1
chr11	55594694	+	OR5L2
chr11	56380978	-	OR5M1
chr11	56345197	-	OR5M10
chr11	56310733	-	OR5M11
chr11	56238014	-	OR5M3
chr11	56258846	-	OR5M8
chr11	56230877	-	OR5M9
chr11	7818489	-	OR5P2
chr11	7847519	-	OR5P3
chr11	56185708	-	OR5R1
chr11	56043114	+	OR5T1
chr11	56000661	-	OR5T2
chr11	56019675	+	OR5T3
chr6	29324054	-	OR5V1
chr11	55682058	-	OR5W2
chr11	6817139	-	OR6A2
chr7	143701089	+	OR6B1
chr2	240969846	-	OR6B2
chr2	240985489	-	OR6B3
chr12	55714383	+	OR6C1
chr12	55845997	+	OR6C2
chr12	55725484	+	OR6C3
chr12	55945010	+	OR6C4
chr12	55689016	-	OR6C6
chr12	55794312	+	OR6C65
chr12	55886161	+	OR6C68
chr12	55863922	-	OR6C70
chr12	55641071	+	OR6C74
chr12	55758894	+	OR6C75
chr12	55820037	+	OR6C76
chr1	247876057	-	OR6F1
chr1	158670442	-	OR6K2
chr1	158687905	-	OR6K3
chr1	158724605	+	OR6K6
chr11	123677057	-	OR6M1
chr1	158736472	-	OR6N1
chr1	158747425	-	OR6N2
chr1	158533394	-	OR6P1
chr11	57798424	+	OR6Q1
chr14	21109850	-	OR6S1
chr11	123814545	-	OR6T1
chr7	142749437	+	OR6V1
chr7	142760882	-	OR6W1P
chr11	123625226	-	OR6X1
chr1	158517895	-	OR6Y1
chr19	14952689	-	OR7A10
chr19	14992167	-	OR7A17
chr19	14939276	-	OR7A5
chr19	14910948	-	OR7C1
chr19	15052300	+	OR7C2
chr19	9296269	+	OR7D2
chr19	9325547	-	OR7D4
chr11	3413145	-	OR7E12P
chr11	17073432	+	OR7E14P
chr13	64311567	+	OR7E156P
chr19	9361719	+	OR7E24
chr11	86568996	-	OR7E2P
chr13	42016699	+	OR7E37P
chr12	52473479	+	OR7E47P
chr11	55753881	-	OR7E5P
chr2	71251204	+	OR7E91P
chr19	9226439	-	OR7G1
chr19	9213982	-	OR7G2
chr19	9237626	-	OR7G3
chr11	124439964	+	OR8A1
chr11	124413550	-	OR8B12
chr11	124253239	-	OR8B2
chr11	124267247	-	OR8B3
chr11	124294767	-	OR8B4
chr11	124310981	-	OR8B8
chr11	124180662	-	OR8D1
chr11	124190093	-	OR8D2
chr11	123777138	+	OR8D4
chr11	124120422	+	OR8G1
chr11	124095343	+	OR8G2
chr11	124134722	+	OR8G5
chr11	56058538	-	OR8H1
chr11	55872518	+	OR8H2
chr11	55889848	+	OR8H3
chr11	55860783	+	OR8I2
chr11	56127690	+	OR8J1
chr11	55905194	-	OR8J3
chr11	56113514	+	OR8K1
chr11	56085782	+	OR8K3
chr11	55927793	-	OR8K5
chr12	48919414	+	OR8S1
chr11	56143099	+	OR8U1
chr11	56143099	+	OR8U8
chr7	142724219	-	OR9A2
chr7	141618675	+	OR9A4
chr11	56467863	+	OR9G1
chr11	56511287	-	OR9G4
chr11	56467863	+	OR9G9
chr11	57886916	-	OR9I1
chr12	55523552	+	OR9K2
chr11	57791352	+	OR9Q1
chr11	57957905	+	OR9Q2
chr12	122064454	+	ORAI1
chr7	102073976	+	ORAI2
chr16	30960404	+	ORAI3
chr11	69490165	-	ORAOV1
chr1	52870143	-	ORC1
chr2	201828424	-	ORC2
chr6	88299784	+	ORC3
chr2	148779173	-	ORC4
chr7	103848495	-	ORC5
chr16	46723557	+	ORC6
chr9	117085302	+	ORM1
chr9	117092068	+	ORM2
chr2	190649097	-	ORMDL1
chr12	56211805	+	ORMDL2
chr17	38083884	-	ORMDL3
chr12	58087737	+	OS9
chr11	59383617	-	OSBP
chr22	31089768	+	OSBP2
chr3	32023342	-	OSBPL10
chr3	31745704	+	OSBPL10-AS1
chr3	125314381	-	OSBPL11
chr18	21977833	-	OSBPL1A
chr20	60813540	+	OSBPL2
chr7	25019831	-	OSBPL3
chr11	3186582	-	OSBPL5
chr2	179059207	+	OSBPL6
chr17	45899147	-	OSBPL7
chr12	76953589	-	OSBPL8
chr1	52082545	+	OSBPL9
chr19	54605994	-	OSCAR
chr1	36916086	-	OSCP1
chr20	42839546	-	OSER1
chr20	42839599	+	OSER1-AS1
chr14	20923267	-	OSGEP
chr2	190627924	-	OSGEPL1
chr2	190627505	+	OSGEPL1-AS1
chr16	83986826	+	OSGIN1
chr8	90914095	+	OSGIN2
chr22	30662829	-	OSM
chr5	38845959	+	OSMR
chr5	38845931	-	OSMR-AS1
chr2	19558372	-	OSR1
chr8	99956630	+	OSR2
chr2	27294567	-	OST4
chr4	109571740	+	OSTC
chr6	159278664	-	OSTCP1
chr9	77703397	+	OSTF1
chr6	108395941	-	OSTM1
chr3	190930321	+	OSTN
chrX	38211735	+	OTC
chr16	21689834	+	OTOA
chr2	26781566	-	OTOF
chr11	17568919	+	OTOG
chr12	80603232	+	OTOGL
chr3	161214595	+	OTOL1
chr4	4228621	-	OTOP1
chr17	72920369	+	OTOP2
chr17	72931896	+	OTOP3
chr20	16728997	+	OTOR
chr2	241080073	-	OTOS
chr5	76934522	-	OTP
chr11	63753324	+	OTUB1
chr14	94492723	+	OTUB2
chr10	23728197	+	OTUD1
chr1	20208887	+	OTUD3
chr4	146100832	-	OTUD4
chrX	48815648	-	OTUD5
chrX	69282340	+	OTUD6A
chr8	92082423	+	OTUD6B
chr8	92082417	-	OTUD6B-AS1
chr15	31947542	-	OTUD7A
chr1	149982686	-	OTUD7B
chr5	14664782	+	OTULIN
chr2	63277191	+	OTX1
chr14	57277194	-	OTX2
chr14	57279900	+	OTX2-AS1
chr1	180528109	+	OVAAL
chr17	1945276	+	OVCA2
chr12	29650619	-	OVCH1
chr12	29542226	+	OVCH1-AS1
chr11	7727941	-	OVCH2
chr1	111970399	-	OVGP1
chr11	65554504	+	OVOL1
chr11	65558339	-	OVOL1-AS1
chr20	18038521	-	OVOL2
chr19	36602104	+	OVOL3
chr14	23235730	+	OXA1L
chr5	41870791	-	OXCT1
chr5	41870131	+	OXCT1-AS1
chr1	40237020	-	OXCT2
chr2	42991401	-	OXER1
chr13	97646604	-	OXGR1
chr17	79633618	-	OXLD1
chr3	16306666	+	OXNAD1
chr8	107282405	+	OXR1
chr3	25831562	+	OXSM
chr3	38207025	+	OXSR1
chr20	3052265	+	OXT
chr3	8811300	-	OXTR
chr17	3819960	-	P2RX1
chr12	133195365	+	P2RX2
chr11	57105840	+	P2RX3
chr12	121647663	+	P2RX4
chr17	3599698	-	P2RX5
chr17	3599698	-	P2RX5-TAX1BP3
chr22	21369441	+	P2RX6
chr22	21398538	-	P2RX6P
chr12	121570621	+	P2RX7
chr3	152552735	+	P2RY1
chrX	78200828	+	P2RY10
chr19	10222196	+	P2RY11
chr3	151102600	-	P2RY12
chr3	151047337	-	P2RY13
chr3	150996230	-	P2RY14
chr11	72929342	+	P2RY2
chrX	69479654	-	P2RY4
chr11	72975549	+	P2RY6
chrX	1656037	-	P2RY8
chr10	74856732	-	P4HA1
chr5	131563556	-	P4HA2
chr5	131520568	+	P4HA2-AS1
chr11	74022721	-	P4HA3
chr17	79818544	-	P4HB
chr3	49027340	+	P4HTM
chr12	56498102	+	PA2G4
chr3	156529810	-	PA2G4P4
chr11	73587743	+	PAAF1
chr8	101734315	-	PABPC1
chr20	43538702	+	PABPC1L
chrX	72299351	-	PABPC1L2A
chrX	72223351	+	PABPC1L2B
chrX	72304474	-	PABPC1L2B-AS1
chr2	147344624	+	PABPC1P2
chr13	25670275	+	PABPC3
chr1	40042521	-	PABPC4
chr4	135122903	-	PABPC4L
chrX	90689596	+	PABPC5
chrX	90689998	-	PABPC5-AS1
chr14	23789396	+	PABPN1
chr16	88933068	-	PABPN1L
chr1	186649785	+	PACERR
chr6	163148163	+	PACRG
chr6	163745505	-	PACRG-AS1
chr4	20702035	+	PACRGL
chr11	65837823	+	PACS1
chr14	105767147	+	PACS2
chr6	34433837	+	PACSIN1
chr22	43411184	-	PACSIN2
chr11	47208010	-	PACSIN3
chr1	17531620	+	PADI1
chr1	17445948	-	PADI2
chr1	17575592	+	PADI3
chr1	17634689	+	PADI4
chr1	17698690	+	PADI6
chr9	138453603	+	PAEP
chr19	39881835	-	PAF1
chr17	2496922	+	PAFAH1B1
chr11	117014999	+	PAFAH1B2
chr19	42806952	-	PAFAH1B3
chr1	26324648	-	PAFAH2
chr8	82024303	-	PAG1
chrX	49460596	-	PAGE1
chrX	55115496	+	PAGE2
chrX	55101488	+	PAGE2B
chrX	55291165	-	PAGE3
chrX	49593905	+	PAGE4
chrX	55246790	+	PAGE5
chr16	29827527	+	PAGR1
chr12	103311381	-	PAH
chr4	57301914	+	PAICS
chr5	43557521	-	PAIP1
chr5	138677520	+	PAIP2
chr2	71454233	-	PAIP2B
chr11	77185108	-	PAK1
chr6	10695187	+	PAK1IP1
chr3	196466727	+	PAK2
chrX	110187512	+	PAK3
chr19	39616419	+	PAK4
chr15	40509628	+	PAK6
chr20	9819687	-	PAK7
chr16	23652678	-	PALB2
chr10	72238563	+	PALD1
chr4	169418216	+	PALLD
chr19	708952	+	PALM
chr9	112403067	+	PALM2
chr9	112542576	+	PALM2-AKAP2
chr19	14169971	-	PALM3
chr1	100111430	+	PALMD
chr5	102201526	+	PAM
chr16	4401373	-	PAM16
chr11	35551848	-	PAMR1
chr12	56727837	-	PAN2
chr13	28712642	+	PAN3
chr13	28713311	-	PAN3-AS1
chr6	36642903	-	PANDAR
chr10	91405329	-	PANK1
chr20	3869485	+	PANK2
chr5	168006614	-	PANK3
chr1	2458035	-	PANK4
chr11	797510	+	PANO
chr11	93862093	+	PANX1
chr22	50609159	+	PANX2
chr11	124481452	+	PANX3
chr10	135192740	+	PAOX
chr5	78908242	+	PAPD4
chr16	50186828	+	PAPD5
chr5	6714717	+	PAPD7
chr19	39574944	+	PAPL
chr14	73704204	+	PAPLN
chr14	96968712	+	PAPOLA
chr7	4901625	-	PAPOLB
chr2	60983364	+	PAPOLG
chr9	118916070	+	PAPPA
chr9	119162885	-	PAPPA-AS1
chr1	176432306	+	PAPPA2
chr4	108641419	-	PAPSS1
chr10	89419475	+	PAPSS2
chr4	79860582	-	PAQR3
chr16	3019245	+	PAQR4
chr15	69591293	+	PAQR5
chr1	156217908	-	PAQR6
chr1	26197744	-	PAQR7
chr6	52226925	+	PAQR8
chr3	142682178	-	PAQR9
chr3	142682899	+	PAQR9-AS1
chr10	35104253	-	PARD3
chr10	35104695	+	PARD3-AS1
chr2	205410515	+	PARD3B
chr16	67694850	+	PARD6A
chr20	49348080	+	PARD6B
chr18	78005397	-	PARD6G
chr18	77905806	+	PARD6G-AS1
chr10	51371331	-	PARG
chr10	51371344	-	PARGP1
chr6	163148834	-	PARK2
chr1	8021713	+	PARK7
chr3	183602693	-	PARL
chr4	75858284	+	PARM1
chr16	14724128	-	PARN
chr1	226595801	-	PARP1
chr8	145060635	-	PARP10
chr12	3982614	-	PARP11
chr7	139763521	-	PARP12
chr3	122399671	+	PARP14
chr3	122296448	+	PARP15
chr15	65579018	-	PARP16
chr14	20811772	+	PARP2
chr3	51976360	+	PARP3
chr13	25086948	-	PARP4
chr15	72563628	-	PARP6
chr5	49961732	+	PARP8
chr3	122283523	-	PARP9
chr12	102513955	+	PARPBP
chr1	55230226	-	PARS2
chr5	59783539	+	PART1
chr11	12399025	+	PARVA
chr22	44395090	+	PARVB
chr22	44568835	+	PARVG
chrX	150732006	+	PASD1
chr2	242089394	-	PASK
chr11	125616187	+	PATE1
chr11	125648714	-	PATE2
chr11	125658005	+	PATE3
chr11	125703210	+	PATE4
chr11	59436511	-	PATL1
chr15	44969086	-	PATL2
chr22	31742249	-	PATZ1
chr11	31848113	+	PAUPAR
chr12	80084790	-	PAWR
chr20	21686296	+	PAX1
chr10	102505467	+	PAX2
chr2	223163715	-	PAX3
chr7	127255780	-	PAX4
chr9	37034476	-	PAX5
chr11	31839509	-	PAX6
